"Catalog / Data Sheet","Part No.","Status","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","AEC- Q200"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1C226M160AB.pdf","C3216X5R1C226M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","22μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1C336M160AB.pdf","C3216X5R1C336M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","33μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1C476M160AB_20190710.pdf","C3216X5R1C476M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","47μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1E106K085AC.pdf","C3216X5R1E106K085AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","10μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1E106K160AB.pdf","C3216X5R1E106K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1E106M085AC.pdf","C3216X5R1E106M085AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","10μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1E106M160AB.pdf","C3216X5R1E106M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C3216X5R1E156M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","15μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1E226M160AB.pdf","C3216X5R1E226M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","22μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1E336M160AC.pdf","C3216X5R1E336M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","33μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1E476M160AC_20190710.pdf","C3216X5R1E476M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","47μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H106K160AB.pdf","C3216X5R1H106K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H106M160AB.pdf","C3216X5R1H106M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H475K085AB.pdf","C3216X5R1H475K085AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H475K160AB.pdf","C3216X5R1H475K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H475M085AB.pdf","C3216X5R1H475M085AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H475M160AB.pdf","C3216X5R1H475M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H685K160AB.pdf","C3216X5R1H685K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1H685M160AB.pdf","C3216X5R1H685M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V106K160AB.pdf","C3216X5R1V106K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V106M160AB.pdf","C3216X5R1V106M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C3216X5R1V156M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","15μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V226M160AC.pdf","C3216X5R1V226M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","22μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V475K085AB.pdf","C3216X5R1V475K085AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V475K160AB.pdf","C3216X5R1V475K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V475M085AB.pdf","C3216X5R1V475M085AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V475M160AB.pdf","C3216X5R1V475M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V685K160AB.pdf","C3216X5R1V685K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X5R1V685M160AB.pdf","C3216X5R1V685M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S0G107M160AC.pdf","C3216X6S0G107M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.9","100μF","±20%","4","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S0G686M160AC.pdf","C3216X6S0G686M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.9","68μF","±20%","4","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S0J476M160AB.pdf","C3216X6S0J476M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","47μF","±20%","6.3","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1A156M160AB.pdf","C3216X6S1A156M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","15μF","±20%","10","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1A226M160AB.pdf","C3216X6S1A226M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","22μF","±20%","10","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1A336M160AC.pdf","C3216X6S1A336M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","33μF","±20%","10","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1A476M160AC.pdf","C3216X6S1A476M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","47μF","±20%","10","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C3216X6S1C156M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","15μF","±20%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1C226M160AC.pdf","C3216X6S1C226M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","22μF","±20%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1E106K160AB.pdf","C3216X6S1E106K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","25","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1E106M160AB.pdf","C3216X6S1E106M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","25","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1E685K160AB.pdf","C3216X6S1E685K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±10%","25","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1E685M160AB.pdf","C3216X6S1E685M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±20%","25","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1V106K160AC.pdf","C3216X6S1V106K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1V106M160AC.pdf","C3216X6S1V106M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1V685K160AC.pdf","C3216X6S1V685K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±10%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X6S1V685M160AC.pdf","C3216X6S1V685M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±20%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1C106K160AC.pdf","C3216X7R1C106K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1C106M160AC.pdf","C3216X7R1C106M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E106K160AB.pdf","C3216X7R1E106K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E106M160AB.pdf","C3216X7R1E106M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E475K085AB.pdf","C3216X7R1E475K085AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E475K160AC.pdf","C3216X7R1E475K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E475M085AB.pdf","C3216X7R1E475M085AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E475M160AC.pdf","C3216X7R1E475M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E685K160AB.pdf","C3216X7R1E685K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1E685M160AB.pdf","C3216X7R1E685M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1H106K160AC.pdf","C3216X7R1H106K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.9","10μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1H335K160AC.pdf","C3216X7R1H335K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","3.3μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1H335M160AC.pdf","C3216X7R1H335M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","3.3μF","±20%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1H475K160AC.pdf","C3216X7R1H475K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1H475M160AC.pdf","C3216X7R1H475M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±20%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V106K160AC.pdf","C3216X7R1V106K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V106M160AC.pdf","C3216X7R1V106M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","10μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V335K160AB.pdf","C3216X7R1V335K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","3.3μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V335M160AB.pdf","C3216X7R1V335M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","3.3μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V475K085AC.pdf","C3216X7R1V475K085AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V475K160AB.pdf","C3216X7R1V475K160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V475M085AC.pdf","C3216X7R1V475M085AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1","4.7μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V475M160AB.pdf","C3216X7R1V475M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","4.7μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V685K160AC.pdf","C3216X7R1V685K160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7R1V685M160AC.pdf","C3216X7R1V685M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","6.8μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S0G336M160AB.pdf","C3216X7S0G336M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","33μF","±20%","4","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S0G476M160AB.pdf","C3216X7S0G476M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","47μF","±20%","4","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S0J156M160AB.pdf","C3216X7S0J156M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","15μF","±20%","6.3","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S0J226M160AB.pdf","C3216X7S0J226M160AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","22μF","±20%","6.3","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S0J336M160AC.pdf","C3216X7S0J336M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","33μF","±20%","6.3","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S0J476M160AC.pdf","C3216X7S0J476M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","47μF","±20%","6.3","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S1A156M160AC.pdf","C3216X7S1A156M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","15μF","±20%","10","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3216X7S1A226M160AC.pdf","C3216X7S1A226M160AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 1.6mm [EIA 1206]","1.8","22μF","±20%","10","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225C0G1H104J250AA.pdf","C3225C0G1H104J250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","100nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225C0G1H333J160AA.pdf","C3225C0G1H333J160AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","1.8","33nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225C0G1H473J200AA.pdf","C3225C0G1H473J200AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.2","47nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225C0G1H683J200AA.pdf","C3225C0G1H683J200AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.2","68nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225CH1H104J250AA.pdf","C3225CH1H104J250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","100nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225CH1H333J160AA.pdf","C3225CH1H333J160AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","1.8","33nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225CH1H473J200AA.pdf","C3225CH1H473J200AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.2","47nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225CH1H683J200AA.pdf","C3225CH1H683J200AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.2","68nF","±5%","50","CH","No"
