"Part Number","Status","Characteristic","Length","Width","Thickness","Temperature characteristics","Rated Voltage","Capacitance","Tolerance of capacitance","Notes"
"GRM188Z71A106MA73#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.2mm","0.8 ±0.2mm","0.8 ±0.2mm","X7R(MURATA)","10Vdc","10μF","±20%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71A475KE15#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.15mm","0.8 ±0.15mm","0.8 ±0.15mm","X7R(MURATA)","10Vdc","4.7μF","±10%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71A475ME15#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.15mm","0.8 ±0.15mm","0.8 ±0.15mm","X7R(MURATA)","10Vdc","4.7μF","±20%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71C225KE43#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.2mm","0.8 ±0.2mm","0.8 ±0.2mm","X7R(MURATA)","16Vdc","2.2μF","±10%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71C225ME43#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.2mm","0.8 ±0.2mm","0.8 ±0.2mm","X7R(MURATA)","16Vdc","2.2μF","±20%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71C475KE21#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.2mm","0.8 ±0.2mm","0.8 ±0.2mm","X7R(MURATA)","16Vdc","4.7μF","±10%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71C475ME21#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.2mm","0.8 ±0.2mm","0.8 ±0.2mm","X7R(MURATA)","16Vdc","4.7μF","±20%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71E225KE43#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.2mm","0.8 ±0.2mm","0.8 ±0.2mm","X7R(MURATA)","25Vdc","2.2μF","±10%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM188Z71E225ME43#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","1.6 ±0.2mm","0.8 ±0.2mm","0.8 ±0.2mm","X7R(MURATA)","25Vdc","2.2μF","±20%","Range of capacitance change rate is specified with 50% of rated voltage."
"GRM2161X1A333JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","SL(JIS)","10Vdc","33000pF","±5%",""
"GRM2162C1H242JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","2400pF","±5%",""
"GRM2162C1H272JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","2700pF","±5%",""
"GRM2162C1H302JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","3000pF","±5%",""
"GRM2162C1H332JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","3300pF","±5%",""
"GRM2162C1H362JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","3600pF","±5%",""
"GRM2162C1H392JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","3900pF","±5%",""
"GRM2162C1H432JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","4300pF","±5%",""
"GRM2162C1H472JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","50Vdc","4700pF","±5%",""
"GRM2162C2A102JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","1000pF","±5%",""
"GRM2162C2A112JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","1100pF","±5%",""
"GRM2162C2A122JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","1200pF","±5%",""
"GRM2162C2A132JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","1300pF","±5%",""
"GRM2162C2A152JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","1500pF","±5%",""
"GRM2162C2A162JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","1600pF","±5%",""
"GRM2162C2A182JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","1800pF","±5%",""
"GRM2162C2A202JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","2000pF","±5%",""
"GRM2162C2A222JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","2200pF","±5%",""
"GRM2162C2A242JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","2400pF","±5%",""
"GRM2162C2A272JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","2700pF","±5%",""
"GRM2162C2A302JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","3000pF","±5%",""
"GRM2162C2A332JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","3300pF","±5%",""
"GRM2162C2A392JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","3900pF","±5%",""
"GRM2162C2A472JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","CH(JIS)","100Vdc","4700pF","±5%",""
"GRM2163U1A333JA01#","In Production","General|Up to 85℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","UJ(JIS)","10Vdc","33000pF","±5%",""
"GRM2165C1H183GA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","18000pF","±2%",""
"GRM2165C1H183JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","18000pF","±5%",""
"GRM2165C1H223GA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","22000pF","±2%",""
"GRM2165C1H223JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","22000pF","±5%",""
"GRM2165C1H242JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","2400pF","±5%",""
"GRM2165C1H272JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","2700pF","±5%",""
"GRM2165C1H273GA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","27000pF","±2%",""
"GRM2165C1H273JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","27000pF","±5%",""
"GRM2165C1H302JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","3000pF","±5%",""
"GRM2165C1H332JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","3300pF","±5%",""
"GRM2165C1H333GA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","33000pF","±2%",""
"GRM2165C1H333JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","50Vdc","33000pF","±5%",""
"GRM2165C1H362JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","3600pF","±5%",""
"GRM2165C1H392JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","3900pF","±5%",""
"GRM2165C1H432JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","4300pF","±5%",""
"GRM2165C1H472JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","50Vdc","4700pF","±5%",""
"GRM2165C2A102JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","1000pF","±5%",""
"GRM2165C2A103GA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","100Vdc","10000pF","±2%",""
"GRM2165C2A103JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","100Vdc","10000pF","±5%",""
"GRM2165C2A112JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","1100pF","±5%",""
"GRM2165C2A122JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","1200pF","±5%",""
"GRM2165C2A123GA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","100Vdc","12000pF","±2%",""
"GRM2165C2A123JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","100Vdc","12000pF","±5%",""
"GRM2165C2A132JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","1300pF","±5%",""
"GRM2165C2A152JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","1500pF","±5%",""
"GRM2165C2A153GA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","100Vdc","15000pF","±2%",""
"GRM2165C2A153JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.05mm","C0G(EIA)","100Vdc","15000pF","±5%",""
"GRM2165C2A162JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","1600pF","±5%",""
"GRM2165C2A182JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","1800pF","±5%",""
"GRM2165C2A202JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","2000pF","±5%",""
"GRM2165C2A222JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","2200pF","±5%",""
"GRM2165C2A242JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","2400pF","±5%",""
"GRM2165C2A272JA01#","In Production","General|Up to 125℃|Reflow soldering|Flow soldering","2.0 ±0.1mm","1.25 ±0.1mm","0.6 ±0.1mm","C0G(EIA)","100Vdc","2700pF","±5%",""
